userID,TrID,rowID,colID,utc
0,0,404,756,1254040461
0,0,394,761,1254052654
0,1,429,745,1254120030
0,2,333,747,1254324488
0,2,332,748,1254335625
0,3,429,745,1254375221
0,4,395,753,1254409462
0,4,394,753,1254413398
0,5,429,745,1254466011
0,6,313,438,1254502410
0,7,311,440,1254553256
0,8,404,756,1254639929
0,9,429,745,1254719028
0,10,394,752,1254851052
0,11,388,755,1254929901
0,12,392,745,1255529982
0,12,396,748,1255537553
0,13,392,753,1255706367
0,14,392,751,1255772741
0,15,404,756,1255848027
0,15,398,745,1255855987
0,16,429,745,1256021636
0,17,393,748,1256050459
0,18,432,747,1256116829
0,18,393,748,1256136669
0,19,398,754,1256200738
0,19,395,730,1256216585
0,20,395,730,1256477390
0,20,395,753,1256482456
0,20,395,753,1256485250
0,21,429,745,1256536083
0,22,396,748,1256660455
0,23,429,745,1256711795
0,24,431,747,1256826206
0,24,392,748,1256840407
0,25,428,748,1256890198
0,25,429,745,1256893045
0,25,297,816,1256908656
0,26,424,743,1257139651
0,26,431,746,1257159608
0,26,429,745,1257171325
0,27,392,745,1257350053
0,27,395,747,1257356932
0,28,424,743,1257398924
0,28,429,745,1257407406
0,29,405,747,1257434235
0,29,405,747,1257437418
0,29,410,750,1257438829
0,29,406,747,1257441235
0,29,396,751,1257443965
0,30,429,745,1257501541
0,31,395,754,1257578417
0,32,394,752,1257612948
0,33,429,745,1257759093
0,34,431,746,1257931676
0,34,429,745,1257932341
0,34,431,746,1257953672
0,35,429,745,1258006108
0,36,432,747,1258104418
0,36,429,745,1258107990
0,36,396,749,1258126000
0,37,392,751,1258283953
0,38,429,745,1258348349
0,39,396,750,1258518615
0,39,395,730,1258520308
0,40,395,730,1258944723
0,40,429,745,1258958886
0,40,431,746,1258968097
0,41,429,745,1259048102
0,42,431,746,1259150374
0,42,253,887,1259160745
0,43,429,745,1259737494
0,43,431,746,1259749137
0,44,396,749,1259773361
0,45,392,751,1259850911
0,45,393,748,1259853825
0,46,396,749,1259940000
0,46,393,729,1259956202
0,47,395,753,1260014309
0,47,394,752,1260034784
0,48,404,756,1260085700
0,48,399,748,1260095490
0,48,396,749,1260101713
0,48,405,747,1260104335
0,48,407,742,1260116481
0,48,407,740,1260116977
0,48,392,751,1260124231
0,49,429,745,1260271884
0,49,396,751,1260285137
0,49,392,745,1260287304
0,50,393,748,1260375291
0,51,395,753,1260464941
0,51,396,752,1260473024
0,52,395,730,1260508978
0,52,424,743,1260510363
0,52,431,747,1260522236
0,53,396,748,1260555257
0,53,396,752,1260560128
0,54,345,745,1260603276
0,54,345,742,1260607877
0,55,395,750,1260806941
0,56,429,745,1260883786
0,57,432,747,1260954474
0,57,429,745,1260969855
0,58,392,751,1261069934
0,58,394,752,1261072022
0,59,431,746,1261126897
0,59,429,745,1261129224
0,59,428,748,1261148706
0,60,394,749,1261204968
0,60,396,750,1261205706
0,60,396,750,1261205982
0,60,394,752,1261210372
0,60,394,752,1261211191
0,60,395,752,1261215429
0,60,407,742,1261218475
0,60,410,742,1261221543
0,60,419,741,1261222560
0,60,419,741,1261224152
0,60,419,741,1261226291
0,60,362,769,1261230346
0,61,395,754,1261314640
0,61,437,746,1261316991
0,62,404,740,1261375233
0,63,429,745,1261410933
0,64,395,730,1261469181
0,65,395,730,1261928734
0,65,394,752,1261934369
0,66,429,745,1261982983
0,66,432,761,1261995646
0,66,397,745,1262013762
0,67,429,745,1262069851
0,68,406,747,1262515170
0,69,429,745,1262759670
0,70,392,745,1262790198
0,70,396,748,1262796766
0,71,429,745,1262843770
0,72,431,747,1262940399
0,73,398,745,1263052580
0,73,396,752,1263055574
0,74,396,750,1263108340
0,74,404,756,1263109894
0,74,405,747,1263118229
0,74,404,747,1263119245
0,74,395,754,1263139053
0,75,429,745,1263192092
0,76,392,751,1263225822
0,76,394,752,1263229158
0,77,429,745,1263450742
0,78,431,746,1263534615
0,78,429,745,1263535003
0,78,431,747,1263545907
0,79,394,752,1263573118
0,80,404,740,1263638177
0,81,404,756,1263715704
0,81,406,747,1263721405
0,82,395,753,1263825952
0,83,429,745,1263886237
0,84,390,753,1263915448
0,85,429,745,1263972699
0,86,424,743,1264140176
0,86,429,745,1264157828
0,87,345,745,1264233421
0,87,378,762,1264239144
0,87,406,742,1264259179
0,88,396,750,1264316328
0,89,394,752,1264437073
0,90,431,746,1264495777
0,90,429,745,1264498657
0,90,430,746,1264515281
0,91,432,747,1264583450
0,92,428,748,1264692507
0,93,431,747,1264754212
0,93,429,745,1264762222
0,93,431,746,1264775626
0,94,378,762,1264947897
0,94,395,754,1264952246
0,95,431,746,1265010868
0,95,429,745,1265015293
0,96,428,748,1265123517
0,97,430,745,1265175427
0,97,429,745,1265176075
0,97,431,746,1265187272
0,97,393,748,1265205819
0,97,392,745,1265212949
0,97,396,748,1265218285
0,98,430,746,1265263787
0,98,429,745,1265265246
0,99,428,748,1265360702
0,99,431,746,1265379958
0,99,400,746,1265386415
0,99,399,748,1265394591
0,100,394,752,1265478889
0,101,394,752,1265555837
0,102,399,747,1265602621
0,102,396,744,1265606705
0,102,429,745,1265609447
0,103,424,743,1265781182
0,103,429,745,1265782116
0,103,431,747,1265791531
0,103,429,745,1265796928
0,103,431,747,1265810222
0,104,388,755,1266078081
0,105,390,753,1266139291
0,105,396,749,1266153280
0,106,398,754,1266222906
0,107,395,745,1266421113
0,107,396,748,1266429065
0,108,399,747,1266472648
0,108,396,744,1266476386
0,109,394,752,1266600221
0,109,395,753,1266609088
0,110,394,752,1266659935
0,110,388,755,1266662328
0,110,388,755,1266663071
0,110,388,755,1266664104
0,110,388,754,1266664797
0,110,390,753,1266665723
0,110,395,753,1266678948
0,110,405,747,1266680001
0,110,394,752,1266681683
0,110,394,753,1266685991
0,111,395,753,1266743273
0,112,390,753,1266906384
0,112,432,746,1266913990
0,113,396,750,1266993871
0,113,391,752,1266995931
0,113,394,753,1266996787
0,113,399,748,1266997806
0,114,428,748,1267079694
0,114,410,749,1267084645
0,114,409,750,1267085306
0,114,396,750,1267097719
0,115,396,750,1267173062
0,116,425,742,1267285808
0,116,425,742,1267286653
0,116,395,753,1267295750
0,117,404,756,1267343980
0,117,405,754,1267350290
0,118,351,780,1267423412
0,119,390,753,1267920769
0,120,396,749,1268037441
0,120,396,750,1268038978
0,120,392,751,1268058677
0,121,390,753,1268153658
0,121,397,745,1268162741
0,122,394,752,1268240401
0,123,398,754,1268296212
0,124,396,750,1268330670
0,124,396,749,1268331079
0,125,390,753,1268397909
0,125,399,748,1268408301
0,125,388,755,1268411057
0,125,388,755,1268413760
0,125,390,753,1268424565
0,126,404,756,1268551195
0,127,251,893,1268997607
0,127,405,747,1269010624
0,128,394,752,1269101639
0,129,393,748,1269621126
0,130,396,750,1269672529
0,131,388,755,1269695483
0,131,388,755,1269696785
0,131,388,755,1269697912
0,131,395,754,1269699390
0,132,410,750,1269770005
0,133,431,746,1270452419
0,134,395,745,1270539479
0,134,392,751,1270560166
0,134,396,748,1270571368
0,135,410,749,1270634390
0,136,410,749,1270730458
0,137,392,751,1270825017
0,138,392,751,1270873071
0,139,395,745,1270911922
0,140,390,753,1270989038
0,141,398,754,1271067455
0,141,396,759,1271082654
0,142,398,754,1271145660
0,143,410,749,1271247645
0,143,388,755,1271266511
0,144,417,770,1271309811
0,145,392,751,1271341836
0,145,393,748,1271350200
0,146,404,756,1271578779
0,147,366,746,1271748513
0,148,394,753,1271839261
0,149,396,750,1271916471
0,149,395,745,1271919989
0,150,400,746,1272098714
0,151,396,750,1272173587
0,151,404,756,1272178082
0,151,394,753,1272188337
0,152,394,752,1272722994
0,152,396,752,1272741944
0,153,393,748,1272813232
0,154,428,748,1272952462
0,154,410,748,1272957146
0,154,404,755,1272960840
0,154,395,745,1272966268
0,154,373,767,1272983801
0,155,394,752,1273071779
0,156,394,752,1273159245
0,157,428,748,1273219576
0,157,396,750,1273226320
0,158,396,750,1273466390
0,158,399,748,1273478571
0,159,394,752,1273557324
0,159,396,750,1273558331
0,160,392,751,1273590986
0,161,392,751,1273762695
0,161,395,753,1273769635
0,162,392,745,1273845802
0,163,396,751,1273946594
0,164,395,730,1273982677
0,165,396,750,1274591784
0,166,395,745,1274618502
0,167,395,745,1274797264
0,168,388,755,1274948257
0,169,395,754,1274979148
0,170,396,750,1275025051
0,170,396,750,1275026290
0,171,396,750,1275112907
0,171,395,745,1275120634
0,171,395,753,1275140776
0,172,404,756,1275202008
