userID,TrID,rowID,colID,utc
0,0,46,73,1333456112
0,0,43,74,1333456637
0,0,26,163,1333457631
0,0,7,138,1333457829
0,0,8,133,1333458225
0,0,68,103,1333468064
0,0,79,110,1333468395
0,1,109,114,1333493887
0,1,109,115,1333495430
0,2,89,114,1333554696
0,2,87,110,1333555089
0,2,87,100,1333555775
0,2,83,95,1333556133
0,2,87,104,1333556583
0,3,88,109,1333590375
0,3,87,126,1333591435
0,3,76,124,1333591893
0,3,74,128,1333592063
0,4,89,114,1333689098
0,5,45,72,1333816484
0,5,68,103,1333816967
0,5,67,102,1333817336
0,5,76,93,1333817747
0,5,73,126,1333823988
0,6,89,114,1333986938
0,7,89,114,1334070395
0,7,92,113,1334070931
0,8,13,15,1334107731
0,9,89,114,1334159760
0,9,85,110,1334160386
0,10,88,110,1334195637
0,10,76,125,1334197101
0,10,73,126,1334197268
0,10,72,120,1334204163
0,10,46,73,1334204763
0,11,79,110,1334246641
0,11,85,110,1334246861
0,12,82,110,1334281831
0,12,72,105,1334282153
0,12,62,100,1334282458
0,12,51,87,1334283356
0,13,89,114,1334633772
0,13,13,15,1334634663
0,14,43,74,1334666460
0,14,26,163,1334667049
0,14,7,138,1334667411
0,14,8,133,1334667738
0,14,68,103,1334677541
0,14,87,110,1334679044
0,14,87,104,1334679402
0,15,89,114,1334756545
0,15,87,105,1334756951
0,15,87,104,1334757103
0,15,87,100,1334758362
0,15,84,88,1334759375
0,15,95,88,1334760097
0,16,85,110,1334848454
0,17,74,106,1335197505
0,17,86,102,1335198344
0,18,87,104,1335221287
0,19,45,72,1335283637
0,19,87,110,1335284394
0,20,70,103,1335370346
0,20,79,110,1335370880
0,20,87,110,1335371047
0,21,45,72,1335885610
0,21,68,103,1335886014
0,21,73,104,1335886253
0,21,79,110,1335886638
0,21,83,107,1335886968
0,21,86,102,1335887224
0,21,89,112,1335899351
0,22,210,228,1336158815
0,23,46,73,1336202594
0,24,92,112,1336321045
0,25,8,133,1336482341
0,25,20,138,1336490913
0,25,92,113,1336492872
0,26,62,100,1336665246
0,26,73,104,1336665850
0,26,74,106,1336666165
0,26,87,110,1336666595
0,26,86,103,1336666716
0,27,89,109,1336700046
0,28,87,105,1336925379
0,29,92,117,1336964292
0,30,87,110,1337012374
0,30,87,105,1337012526
0,31,87,110,1337183978
0,32,76,124,1337220368
0,32,73,125,1337221460
0,33,74,106,1337789736
0,33,87,104,1337790288
0,34,87,113,1337910232
0,35,13,15,1338132925
0,36,119,153,1338169377
0,37,92,113,1338220823
0,38,46,73,1338739015
0,38,68,103,1338739579
0,38,87,110,1338740587
0,39,75,106,1338777492
0,39,64,89,1338778680
0,40,45,72,1338824905
0,40,68,103,1338825409
0,40,75,106,1338825595
0,40,85,109,1338826005
0,40,87,104,1338826231
0,41,76,93,1338946110
0,41,68,95,1338946551
0,41,60,76,1338948190
0,42,88,107,1338998908
0,43,88,110,1339034429
0,43,76,124,1339035544
0,43,73,126,1339035891
0,44,46,73,1339084601
0,44,68,103,1339085228
0,44,74,106,1339085710
0,44,85,110,1339086038
0,44,87,104,1339086463
0,45,139,168,1339176037
0,46,87,113,1339377670
0,47,74,106,1339431225
0,48,75,106,1339474112
0,49,89,114,1339514043
0,50,68,103,1339601742
0,50,82,110,1339602338
0,50,87,110,1339602518
0,51,89,111,1339637960
0,52,40,77,1339725234
0,53,77,31,1339859361
0,54,13,15,1339945620
0,54,68,103,1339946751
0,54,79,110,1339947177
0,55,45,72,1339982863
0,56,13,15,1340073185
0,57,68,103,1340204273
0,57,75,106,1340204910
0,58,46,73,1340693645
0,59,87,110,1340727624
0,59,87,104,1340727783
0,59,155,76,1340739176
0,60,82,108,1341196764
0,60,64,89,1341198198
0,61,73,105,1341245328
0,61,74,106,1341245465
0,62,46,73,1341284895
0,63,22,137,1341320143
0,64,92,113,1341517123
0,64,92,116,1341517340
0,65,99,109,1341797588
0,65,43,73,1341800264
0,65,42,72,1341801251
0,66,68,103,1341850418
0,66,75,106,1341850472
0,67,88,107,1341936328
0,68,89,114,1342105772
0,69,46,78,1342230176
0,70,90,115,1342454836
0,71,88,107,1342479801
0,71,89,107,1342492207
0,71,89,109,1342506059
0,72,13,15,1342538704
0,72,89,114,1342540387
0,73,87,110,1342627137
0,73,85,110,1342627448
0,74,89,112,1343100549
0,75,29,138,1343134337
0,75,22,137,1343134748
