userID,TrID,rowID,colID,utc
0,0,242,471,1240475560
0,1,474,403,1240721246
0,1,473,409,1240727824
0,2,474,403,1241930828
0,2,468,408,1241950577
0,3,483,400,1242456451
0,4,471,408,1242744521
0,5,359,386,1243059259
0,5,393,357,1243071051
0,6,474,403,1243139727
0,7,463,154,1243515423
0,8,242,471,1243579330
0,9,474,403,1243743767
0,9,474,403,1243743828
0,10,471,408,1243771489
0,11,266,423,1245068434
0,12,377,333,1246092347
0,12,377,333,1246092350
0,13,471,408,1246272858
0,13,473,409,1246274830
0,14,475,409,1246451065
0,14,475,409,1246452006
0,15,512,265,1246614287
0,15,516,279,1246621160
0,16,207,511,1246707440
0,16,207,511,1246711865
0,17,476,412,1247045309
0,18,483,400,1247124791
0,19,561,447,1247303649
0,19,573,487,1247309728
0,20,476,412,1247755310
0,21,359,386,1248337024
0,22,503,70,1248800099
0,23,483,400,1249107501
0,24,352,369,1249720346
0,24,358,369,1249723332
0,25,393,357,1250169957
0,26,475,411,1250317505
0,27,476,412,1250418008
0,28,410,377,1250494249
0,29,476,412,1251371950
0,30,474,403,1252212209
0,30,393,357,1252228237
0,30,393,357,1252228239
0,31,483,400,1253259273
0,31,476,412,1253268270
0,32,475,409,1253353271
0,32,475,409,1253353620
0,32,475,409,1253355284
0,32,475,408,1253355513
0,33,474,403,1254024268
0,34,359,386,1254556501
0,34,360,386,1254559265
0,35,476,412,1254907231
0,36,483,400,1255076074
0,37,474,403,1255236659
0,37,476,412,1255250187
0,38,471,408,1255692832
0,39,476,412,1255767158
0,40,474,403,1255841261
0,41,316,458,1256014531
0,41,315,459,1256014572
0,41,315,459,1256014642
0,42,483,400,1256288767
0,42,471,408,1256290412
0,43,238,461,1256364989
0,43,242,462,1256370559
0,43,241,463,1256371823
0,43,242,471,1256374039
0,43,359,386,1256384878
0,43,359,385,1256385062
0,44,474,403,1256445010
0,44,476,412,1256459635
0,45,476,412,1256716475
0,46,471,408,1256812258
0,47,357,386,1256882275
0,47,359,386,1256887428
0,47,359,385,1256887494
0,48,483,400,1256973258
0,48,471,408,1256988182
0,49,474,403,1257051207
0,49,476,412,1257067770
0,50,471,408,1257505549
0,51,475,404,1257575271
0,51,453,195,1257586950
0,52,474,403,1257656917
0,52,476,412,1257672661
0,53,471,408,1257762581
0,54,475,404,1257831454
0,55,476,412,1257858935
0,56,475,404,1258091649
0,56,471,408,1258110485
0,57,357,386,1258196606
0,57,358,368,1258201652
0,57,358,369,1258205587
0,58,474,403,1258260702
0,58,476,412,1258278381
0,59,483,400,1258359277
0,60,471,408,1258456356
0,61,475,404,1258612017
0,61,477,412,1258623786
0,61,476,412,1258626054
0,62,471,408,1258712724
0,63,369,384,1258795153
0,63,456,397,1258800830
0,64,474,403,1258867847
0,64,476,412,1258887682
0,65,242,471,1258961276
0,65,241,463,1258966778
0,65,359,386,1258974133
0,65,359,385,1258974191
0,65,359,386,1258974676
0,66,471,408,1259322186
0,67,359,386,1259395239
0,68,474,403,1259474518
0,68,476,412,1259487967
0,69,471,408,1259764557
0,70,476,412,1259847537
0,71,483,400,1259914135
0,71,471,408,1259927619
0,72,475,404,1259989567
0,73,489,170,1260091790
0,74,476,412,1260281997
0,75,471,408,1260365731
0,76,471,408,1260525750
0,77,359,386,1260600334
0,77,359,386,1260600422
0,77,359,385,1260600509
0,77,359,386,1260604596
0,77,468,405,1260609126
0,77,468,406,1260609812
0,78,474,403,1260682629
0,78,476,412,1260696084
0,78,475,411,1260702766
0,79,475,404,1260940563
0,80,238,461,1261032507
0,80,235,460,1261034746
0,80,241,463,1261040723
0,80,264,481,1261047321
0,81,467,404,1261127960
0,81,468,406,1261128986
0,81,471,408,1261131680
0,82,471,408,1261390795
0,82,468,406,1261397039
0,83,476,412,1261472648
0,84,359,386,1261548457
0,84,359,385,1261548491
0,84,359,385,1261549459
0,85,468,406,1261633728
0,85,471,408,1261647742
0,86,474,403,1261890813
0,86,476,412,1261904809
0,86,475,411,1261912033
0,86,475,411,1261913063
0,87,468,406,1262076253
0,87,467,406,1262077101
0,87,466,406,1262077200
0,88,410,377,1262153842
0,88,468,406,1262160725
0,88,471,408,1262168991
0,89,476,412,1262336989
0,90,475,404,1262424611
0,91,476,412,1262511109
0,92,471,408,1262871148
0,92,468,406,1262876583
0,92,467,403,1262876868
0,93,468,405,1262944757
0,93,471,408,1262949374
0,94,476,412,1263027234
0,94,475,411,1263033383
0,95,474,403,1263100283
0,95,474,411,1263121785
0,96,471,408,1263297510
0,97,475,404,1263447260
0,97,475,403,1263449679
0,97,476,412,1263460471
0,97,475,411,1263469262
0,98,471,408,1263551256
0,99,248,470,1263627826
0,99,297,394,1263643322
0,100,474,403,1263707240
0,100,476,412,1263720366
0,100,475,411,1263728355
0,101,471,408,1264085221
0,102,476,412,1264157067
0,102,475,411,1264161818
0,102,468,406,1264162386
0,103,357,386,1264227923
0,103,359,386,1264231173
0,103,359,385,1264231286
0,103,359,385,1264232261
0,103,359,386,1264234748
0,103,359,385,1264234931
0,103,359,386,1264235995
0,103,360,386,1264236017
0,104,474,403,1264311941
0,104,468,405,1264323296
0,104,468,405,1264323308
0,104,476,412,1264324053
0,105,471,408,1264498968
0,105,471,408,1264502055
0,106,316,459,1264567655
0,106,316,458,1264568754
0,107,476,412,1264930325
0,107,475,411,1264936888
0,107,468,406,1264937328
0,108,471,408,1265022366
0,108,471,408,1265022383
0,108,474,403,1265025836
0,109,475,404,1265086787
0,110,476,412,1265189078
0,110,475,411,1265196615
0,111,475,404,1265260215
0,111,471,408,1265275262
