userID,TrID,rowID,colID,utc
0,0,209,114,1333453910
0,1,208,113,1333498430
0,1,196,120,1333498459
0,1,212,121,1333504641
0,2,209,114,1333537434
0,2,208,113,1333537442
0,3,209,114,1333798227
0,3,208,113,1333798261
0,4,212,116,1333840004
0,4,212,120,1333850711
0,5,208,113,1333881862
0,6,212,121,1333943879
0,7,209,114,1333971705
0,7,208,113,1333971722
0,8,208,113,1334016797
0,8,209,114,1334016822
0,8,212,121,1334018549
0,9,208,113,1334101259
0,9,209,114,1334101268
0,9,212,121,1334105334
0,10,209,114,1334141696
0,10,208,113,1334141705
0,11,208,113,1334190689
0,11,209,114,1334190699
0,11,196,120,1334190714
0,11,214,110,1334193280
0,11,212,121,1334193295
0,11,212,121,1334206210
0,12,209,114,1334230619
0,12,208,113,1334230627
0,13,208,113,1334276349
0,13,196,120,1334276360
0,13,212,121,1334278907
0,13,212,121,1334291463
0,14,212,121,1334378031
0,14,212,116,1334378072
0,14,213,119,1334378106
0,15,209,114,1334405620
0,16,208,113,1334451142
0,16,209,114,1334451156
0,17,212,121,1334550418
0,18,212,121,1334637672
0,19,209,114,1334661178
0,19,208,113,1334661192
0,20,212,121,1334723694
0,21,208,113,1334794770
0,21,196,120,1334794779
0,21,212,121,1334796167
0,21,212,121,1334810995
0,22,208,113,1334836302
0,23,208,113,1334881468
0,23,196,120,1334881478
0,23,212,121,1334883355
0,23,212,121,1334897042
0,24,209,114,1334922505
0,24,208,113,1334922523
0,25,208,113,1334968422
0,25,196,120,1334968504
0,25,212,121,1334969189
0,25,212,121,1334978113
0,25,210,120,1334978148
0,26,208,113,1335008414
0,27,208,113,1335054418
0,27,196,120,1335054428
0,28,209,114,1335094704
0,28,208,113,1335094733
0,29,208,113,1335141068
0,29,196,120,1335141083
0,29,212,121,1335141865
0,29,212,121,1335156836
0,30,209,114,1335183353
0,30,208,113,1335183361
0,31,208,113,1335228460
0,31,196,120,1335228482
0,31,212,121,1335228897
0,31,212,121,1335244310
0,32,208,113,1335266803
0,33,212,121,1335328434
0,34,209,114,1335354173
0,34,208,113,1335354193
0,35,208,113,1335399963
0,35,196,120,1335400013
0,35,212,121,1335403136
0,35,212,121,1335415156
0,36,212,121,1335501679
0,37,208,113,1335527825
0,38,208,113,1335572883
0,38,196,120,1335572892
0,38,212,121,1335575097
0,38,212,121,1335588741
0,39,209,114,1335616591
0,39,208,113,1335616599
0,40,191,125,1335661084
0,40,215,108,1335663570
0,40,197,93,1335666440
0,41,209,114,1335704599
0,42,209,114,1335872645
0,42,208,113,1335872652
0,43,208,113,1335920157
0,43,196,120,1335920174
0,43,212,121,1335920939
0,43,212,121,1335927768
0,44,210,121,1336011100
0,45,209,114,1336033318
0,45,208,113,1336033326
0,46,209,114,1336134211
0,47,208,113,1336171053
0,47,209,114,1336171063
0,47,216,122,1336172125
0,47,216,122,1336184392
0,48,209,114,1336218227
0,48,208,113,1336218260
0,49,208,113,1336306851
0,50,208,113,1336353376
0,50,196,120,1336353387
0,50,212,121,1336355839
0,50,212,121,1336366997
0,51,209,114,1336389798
0,51,208,113,1336389818
0,52,212,121,1336453470
0,53,209,114,1336481795
0,53,208,113,1336481802
0,54,208,113,1336524076
0,54,196,120,1336524086
0,54,212,121,1336525189
0,54,212,121,1336538558
0,55,208,113,1336696893
0,55,196,120,1336696907
0,55,212,121,1336698408
0,55,212,121,1336711532
0,56,209,114,1336741113
0,56,208,113,1336741123
0,57,208,113,1336783065
0,57,216,120,1336783087
0,57,212,121,1336783753
0,57,212,121,1336799936
0,58,209,114,1336830460
0,58,208,113,1336830471
0,59,208,113,1336871200
0,59,216,120,1336871211
0,60,209,114,1336908075
0,61,208,113,1336958324
0,61,216,120,1336958351
0,61,212,121,1336962323
0,61,212,121,1336971562
0,62,209,114,1336997403
0,62,208,113,1336997412
0,63,208,113,1337042762
0,63,216,120,1337042769
0,63,212,121,1337044213
0,63,216,122,1337058135
0,64,209,114,1337081671
0,64,208,113,1337081679
0,65,208,113,1337130147
0,65,216,120,1337130160
0,65,212,121,1337131124
0,65,212,121,1337143062
0,66,208,113,1337217480
0,66,216,120,1337217524
0,66,212,121,1337218276
0,67,212,121,1337317252
0,68,209,114,1337342722
0,68,208,113,1337342734
0,69,208,113,1337389060
0,69,216,120,1337389074
0,69,212,121,1337389639
0,69,212,121,1337403839
0,70,209,114,1337432899
0,70,208,113,1337432921
0,71,208,113,1337567501
0,71,216,120,1337567516
0,72,212,116,1337593415
0,73,208,113,1337618279
0,73,208,113,1337625554
0,74,209,114,1337770930
0,74,208,113,1337770941
0,75,208,113,1337824260
0,75,216,120,1337824292
0,76,208,113,1337910781
